InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541506,21100,,1,2011-01-18 16:05:00,4.13,,United Kingdom
541827,84031A,,1,2011-01-21 17:05:00,4.13,,United Kingdom
570872,23183,,1,2011-10-12 16:40:00,7.46,,United Kingdom
551009,22630,,1,2011-04-26 09:50:00,2.46,,United Kingdom
552514,22356,,1,2011-05-09 16:30:00,1.63,,United Kingdom
552660,15056p,,1,2011-05-10 15:03:00,12.46,,United Kingdom
565919,23348,,1,2011-09-07 16:48:00,4.13,,United Kingdom
540681,85127,,1,2011-01-10 16:25:00,3.36,,United Kingdom
557500,22712,,1,2011-06-20 15:27:00,0.83,,United Kingdom
566985,22371,,1,2011-09-16 10:42:00,8.29,,United Kingdom
580729,79066K,,1,2011-12-05 17:24:00,1.63,,United Kingdom
579471,22174,,1,2011-11-29 15:08:00,4.13,,United Kingdom
550499,84913A,,1,2011-04-18 15:16:00,3.29,,United Kingdom
549023,22727,,1,2011-04-05 16:27:00,7.46,,United Kingdom
574561,22689,,2,2011-11-04 15:52:00,16.63,,United Kingdom
573601,20970,,1,2011-10-31 15:24:00,7.46,,United Kingdom
580983,23263,,6,2011-12-06 16:26:00,2.46,,United Kingdom
575138,21874,,2,2011-11-08 15:24:00,3.29,,United Kingdom
550638,22689,,1,2011-04-19 15:44:00,15.79,,United Kingdom
540848,22941,,1,2011-01-12 09:26:00,16.98,,United Kingdom
557112,21555,,1,2011-06-16 16:31:00,2.46,,United Kingdom
559817,23307,,1,2011-07-12 16:20:00,1.25,,United Kingdom
580519,22738,,3,2011-12-04 14:51:00,4.13,,United Kingdom
557938,20866,,1,2011-06-23 15:35:00,2.46,,United Kingdom
565234,20728,,1,2011-09-02 09:38:00,4.13,,United Kingdom
576840,22734,,3,2011-11-16 15:23:00,5.79,,United Kingdom
546891,22258,,1,2011-03-17 18:18:00,2.46,,United Kingdom
580367,22866,,3,2011-12-02 16:39:00,4.13,,United Kingdom
543713,20727,,2,2011-02-11 11:46:00,4.96,,United Kingdom
540551,22364,,2,2011-01-10 09:43:00,5.91,,United Kingdom
575739,23171,,1,2011-11-11 09:05:00,3.29,,United Kingdom
537666,84755,,4,2010-12-07 18:36:00,1.27,,United Kingdom
576837,23497,,3,2011-11-16 15:16:00,3.29,,United Kingdom
578477,72807A,,-224,2011-11-24 12:45:00,0.0,,United Kingdom
573585,22718,,6,2011-10-31 14:41:00,0.83,,United Kingdom
536592,47599A,,1,2010-12-01 17:06:00,4.21,,United Kingdom
539437,21174,,4,2010-12-17 14:54:00,4.21,,United Kingdom
549295,16238,,1,2011-04-07 19:49:00,0.42,,United Kingdom
581439,22576,,2,2011-12-08 16:30:00,1.63,,United Kingdom
568719,16237,,1,2011-09-28 16:19:00,0.42,,United Kingdom
562934,22470,,1,2011-08-10 16:56:00,5.79,,United Kingdom
570465,23108,,1,2011-10-10 16:02:00,12.46,,United Kingdom
561369,22386,,9,2011-07-26 16:22:00,2.08,,United Kingdom
539436,90185D,,1,2010-12-17 14:49:00,4.24,,United Kingdom
575176,22817,,2,2011-11-08 18:29:00,0.42,,United Kingdom
578067,23204,,1,2011-11-22 15:43:00,1.63,,United Kingdom
553768,20676,,1,2011-05-19 10:47:00,2.46,,United Kingdom
579777,22516,,2,2011-11-30 15:13:00,4.13,,United Kingdom
543097,22142,,1,2011-02-03 11:41:00,3.29,,United Kingdom
576617,22692,,2,2011-11-15 16:57:00,15.79,,United Kingdom
544768,22699,,5,2011-02-23 11:10:00,5.79,,United Kingdom
539740,21218,,2,2010-12-21 15:20:00,8.47,,United Kingdom
567024,21232,,9,2011-09-16 11:23:00,3.29,,United Kingdom
537638,22342,,1,2010-12-07 15:28:00,3.36,,United Kingdom
556932,21792,,1,2011-06-15 15:41:00,7.46,,United Kingdom
580754,21672,,2,2011-12-06 10:05:00,7.5,,United Kingdom
572540,22424,,1,2011-10-24 16:17:00,24.96,,United Kingdom
552493,21811,,1,2011-05-09 16:21:00,2.46,,United Kingdom
556108,22333,,1,2011-06-08 17:59:00,3.29,,United Kingdom
564818,84945,,6,2011-08-30 12:10:00,1.8,,United Kingdom
571119,22645,,7,2011-10-14 09:04:00,4.13,,United Kingdom
576644,22734,,7,2011-11-16 10:01:00,5.79,,United Kingdom
568719,22023,,2,2011-09-28 16:19:00,0.83,,United Kingdom
538349,20677,,2,2010-12-10 14:59:00,2.51,,United Kingdom
541104,21730,,1,2011-01-13 14:29:00,9.96,,United Kingdom
540551,84520B,,1,2011-01-10 09:43:00,1.66,,United Kingdom
540154,85180B,,3,2011-01-05 11:30:00,2.51,,United Kingdom
550499,22424,,1,2011-04-18 15:16:00,24.96,,United Kingdom
547042,21319,,2,2011-03-20 11:00:00,3.29,,United Kingdom
562717,84997D,,1,2011-08-08 15:42:00,8.29,,United Kingdom
572540,72801d,,1,2011-10-24 16:17:00,2.46,,United Kingdom
540681,10135,,9,2011-01-10 16:25:00,1.28,,United Kingdom
545160,22559,,1,2011-02-28 13:31:00,0.0,,United Kingdom
579297,22328,,2,2011-11-29 11:23:00,4.13,,United Kingdom
580729,23660,,1,2011-12-05 17:24:00,4.13,,United Kingdom
579777,22413,,1,2011-11-30 15:13:00,5.79,,United Kingdom
539437,84031B,,1,2010-12-17 14:54:00,4.21,,United Kingdom
573585,23529,,2,2011-10-31 14:41:00,7.46,,United Kingdom
546406,22995,,1,2011-03-11 16:21:00,0.83,,United Kingdom
544599,85129B,,1,2011-02-21 18:15:00,2.46,,United Kingdom
538071,21212,,12,2010-12-09 14:09:00,1.28,,United Kingdom
559039,22405,,2,2011-07-05 15:32:00,2.46,,United Kingdom
539958,22241,,3,2010-12-23 13:26:00,2.51,,United Kingdom
577358,22162,,1,2011-11-18 15:59:00,3.29,,United Kingdom
562420,15039,,2,2011-08-04 16:38:00,1.63,,United Kingdom
578347,22208,,1,2011-11-24 09:26:00,3.29,,United Kingdom
560434,84251G,,4,2011-07-18 15:56:00,0.42,,United Kingdom
576840,21128,,1,2011-11-16 15:23:00,12.46,,United Kingdom
578344,22144,,1,2011-11-24 09:21:00,4.13,,United Kingdom
537638,21992,,8,2010-12-07 15:28:00,2.51,,United Kingdom
581439,21739,,1,2011-12-08 16:30:00,2.46,,United Kingdom
541219,22848,,1,2011-01-14 14:06:00,33.29,,United Kingdom
554960,82482,,1,2011-05-27 15:18:00,4.96,,United Kingdom
581498,84509a,,1,2011-12-09 10:26:00,7.46,,United Kingdom
576617,22750,,2,2011-11-15 16:57:00,7.46,,United Kingdom
540977,22257,,9,2011-01-12 15:01:00,0.85,,United Kingdom
577358,84580,,1,2011-11-18 15:59:00,4.13,,United Kingdom
566952,23263,,1,2011-09-15 16:37:00,2.46,,United Kingdom
550987,22993,,1,2011-04-21 18:10:00,2.46,,United Kingdom
573585,22419,,18,2011-10-31 14:41:00,0.83,,United Kingdom
541695,22361,,1,2011-01-20 18:01:00,5.79,,United Kingdom
573585,23392,,3,2011-10-31 14:41:00,4.13,,United Kingdom
575930,22438,,5,2011-11-11 17:58:00,4.13,,United Kingdom
556080,22423,,12,2011-06-08 15:21:00,24.96,,United Kingdom
550210,22296,,2,2011-04-15 10:40:00,3.29,,United Kingdom
536876,21872,,2,2010-12-03 11:36:00,3.36,,United Kingdom
543909,85032C,,1,2011-02-14 12:32:00,4.13,,United Kingdom
537025,90010A,,1,2010-12-03 16:21:00,8.95,,United Kingdom
576644,22178,,1,2011-11-16 10:01:00,2.46,,United Kingdom
553521,22363,,1,2011-05-17 14:35:00,0.0,,United Kingdom
540352,22248,,1,2011-01-06 14:27:00,0.81,,United Kingdom
541827,22403,,1,2011-01-21 17:05:00,0.83,,United Kingdom
546136,20733,,1,2011-03-09 16:32:00,0.83,,United Kingdom
562843,DOT,,1,2011-08-09 17:37:00,103.4,,United Kingdom
569415,82482,,2,2011-10-04 10:14:00,4.96,,United Kingdom
538071,22427,,2,2010-12-09 14:09:00,11.87,,United Kingdom
552539,22149,,6,2011-05-10 10:17:00,2.1,,EIRE
571082,84915,,1,2011-10-13 15:25:00,4.13,,United Kingdom
545464,22348,,1,2011-03-03 09:10:00,1.63,,United Kingdom
556812,21990,,1,2011-06-14 17:25:00,2.46,,United Kingdom
576617,21313,,1,2011-11-15 16:57:00,1.63,,United Kingdom
581217,22417,,1,2011-12-08 09:20:00,1.25,,United Kingdom
564840,23346,,1,2011-08-30 12:49:00,2.46,,United Kingdom
556108,22384,,1,2011-06-08 17:59:00,4.13,,United Kingdom
542109,21934,,2,2011-01-25 13:44:00,3.29,,United Kingdom
568135,21948,,3,2011-09-23 17:04:00,2.46,,United Kingdom
537638,35598D,,1,2010-12-07 15:28:00,2.51,,United Kingdom
571119,22327,,1,2011-10-14 09:04:00,6.63,,United Kingdom
551553,22521,,-90,2011-05-03 10:15:00,0.0,,United Kingdom
561820,22558,,2,2011-07-29 16:00:00,3.29,,United Kingdom
540551,21849,,12,2011-01-10 09:43:00,1.66,,United Kingdom
542255,22762,,1,2011-01-26 16:43:00,29.17,,United Kingdom
560926,47593B,,1,2011-07-22 09:20:00,0.83,,United Kingdom
537666,72598,,1,2010-12-07 18:36:00,1.66,,United Kingdom
538349,22576,,3,2010-12-10 14:59:00,1.66,,United Kingdom
580519,22110,,6,2011-12-04 14:51:00,5.79,,United Kingdom
538071,22534,,1,2010-12-09 14:09:00,0.85,,United Kingdom
569372,22419,,1,2011-10-03 16:04:00,0.83,,United Kingdom
575477,21429,,2,2011-11-09 16:14:00,4.13,,United Kingdom
557502,84580,,1,2011-06-20 15:32:00,4.13,,United Kingdom
551547,21912,,1,2011-05-03 09:44:00,7.46,,United Kingdom
558119,72801c,,2,2011-06-27 09:12:00,2.46,,United Kingdom
578844,23525,,1,2011-11-25 16:14:00,7.46,,United Kingdom
574074,22937,,1,2011-11-02 15:33:00,4.96,,United Kingdom
565396,90214K,,1,2011-09-02 16:39:00,0.83,,United Kingdom
555924,15044C,,1,2011-06-07 17:12:00,5.79,,United Kingdom
568372,90082D,,-19,2011-09-26 16:54:00,0.0,,United Kingdom
578844,23083,,1,2011-11-25 16:14:00,7.46,,United Kingdom
539436,85099B,,3,2010-12-17 14:49:00,4.21,,United Kingdom
571082,21314,,2,2011-10-13 15:25:00,4.13,,United Kingdom
576840,22593,,1,2011-11-16 15:23:00,1.63,,United Kingdom
559423,71143,,-14,2011-07-08 12:06:00,0.0,,United Kingdom
574967,22745,,2,2011-11-08 10:51:00,3.29,,United Kingdom
541104,22100,,1,2011-01-13 14:29:00,2.46,,United Kingdom
539718,DOT,,1,2010-12-21 13:06:00,112.37,,United Kingdom
559052,23309,,1,2011-07-05 16:53:00,1.25,,United Kingdom
540352,84968C,,5,2011-01-06 14:27:00,8.47,,United Kingdom
581023,23083,,1,2011-12-07 10:35:00,7.5,,United Kingdom
578065,22835,,1,2011-11-22 15:41:00,10.79,,United Kingdom
559692,23198,,2,2011-07-11 15:52:00,1.45,,United Kingdom
572549,22340,,2,2011-10-24 17:03:00,0.83,,United Kingdom
541133,21928,,1,2011-01-14 10:17:00,4.96,,United Kingdom
577358,23348,,2,2011-11-18 15:59:00,4.13,,United Kingdom
575739,23345,,1,2011-11-11 09:05:00,2.46,,United Kingdom
544684,84251C,,2,2011-02-22 16:32:00,0.83,,United Kingdom
540646,85071C,,5,2011-01-10 14:32:00,0.85,,United Kingdom
543826,17084N,,2,2011-02-14 09:41:00,0.42,,United Kingdom
555924,82484,,1,2011-06-07 17:12:00,16.63,,United Kingdom
545216,90014B,,1,2011-02-28 16:50:00,10.4,,United Kingdom
578827,21790,,3,2011-11-25 14:25:00,1.63,,United Kingdom
576391,22898,,4,2011-11-15 10:13:00,4.96,,United Kingdom
547964,22672,,1,2011-03-28 15:45:00,3.29,,United Kingdom
577358,22028,,1,2011-11-18 15:59:00,0.83,,United Kingdom
579187,23265,,3,2011-11-28 15:31:00,2.46,,United Kingdom
543546,20768,,1,2011-02-09 16:52:00,4.96,,United Kingdom
546976,47566b,,2,2011-03-18 12:08:00,8.29,,United Kingdom
550213,22722,,1,2011-04-15 10:42:00,8.29,,United Kingdom
576840,21990,,1,2011-11-16 15:23:00,2.46,,United Kingdom
542622,21098,,1,2011-01-31 09:09:00,2.46,,United Kingdom
580730,22983,,1,2011-12-05 17:28:00,0.83,,United Kingdom
570465,21905,,1,2011-10-10 16:02:00,1.63,,United Kingdom
558068,22798,,1,2011-06-24 15:51:00,5.79,,United Kingdom
545568,22178,,4,2011-03-03 16:22:00,2.46,,United Kingdom
541696,82613B,,4,2011-01-20 18:08:00,0.83,,United Kingdom
565234,21245,,1,2011-09-02 09:38:00,3.29,,United Kingdom
555924,22804,,1,2011-06-07 17:12:00,5.79,,United Kingdom
549846,21100,,-6,2011-04-12 14:30:00,0.0,,United Kingdom
565234,22135,,1,2011-09-02 09:38:00,0.83,,United Kingdom
580730,23395,,1,2011-12-05 17:28:00,10.79,,United Kingdom
541695,16219,,2,2011-01-20 18:01:00,1.67,,United Kingdom
571797,22689,,2,2011-10-19 11:41:00,14.13,,United Kingdom
C548605,22453,,-1,2011-04-01 11:03:00,2.95,,United Kingdom
545215,20719,,1,2011-02-28 16:47:00,1.63,,United Kingdom
537638,22883,,1,2010-12-07 15:28:00,4.21,,United Kingdom
556459,21790,,1,2011-06-10 17:25:00,1.63,,United Kingdom
545215,22374,,1,2011-02-28 16:47:00,8.29,,United Kingdom
574298,22523,,1,2011-11-03 15:56:00,1.63,,United Kingdom
580729,21616,,4,2011-12-05 17:24:00,3.29,,United Kingdom
568721,84970S,,17,2011-09-28 16:24:00,2.08,,United Kingdom
577078,23243,,2,2011-11-17 15:17:00,10.79,,United Kingdom
579512,23083,,5,2011-11-29 16:47:00,7.46,,United Kingdom
566060,23404,,2,2011-09-08 15:27:00,10.79,,United Kingdom
545078,22479,,1,2011-02-28 10:15:00,2.46,,United Kingdom
564837,21439,,1,2011-08-30 12:40:00,2.46,,United Kingdom
548514,20711,,5,2011-03-31 16:03:00,4.13,,United Kingdom
570258,22141,,1,2011-10-10 09:56:00,4.13,,United Kingdom
562843,22962,,1,2011-08-09 17:37:00,1.63,,United Kingdom
559491,84509c,,2,2011-07-08 13:53:00,7.46,,United Kingdom
541104,21110,,5,2011-01-13 14:29:00,4.13,,United Kingdom
578629,22943,,24,2011-11-24 15:56:00,0.0,,United Kingdom
566060,22819,,10,2011-09-08 15:27:00,0.42,,United Kingdom
578344,22523,,1,2011-11-24 09:21:00,1.63,,United Kingdom
548514,21116,,1,2011-03-31 16:03:00,8.29,,United Kingdom
543826,22913,,1,2011-02-14 09:41:00,10.79,,United Kingdom
577358,22928,,1,2011-11-18 15:59:00,12.46,,United Kingdom
541999,40001,,1,2011-01-25 10:45:00,1.63,,United Kingdom
556237,21239,,2,2011-06-09 15:34:00,1.63,,United Kingdom
557644,84913A,,1,2011-06-21 17:06:00,3.29,,United Kingdom
541975,21967,,24,2011-01-24 14:24:00,0.29,,Hong Kong
559052,22315,,5,2011-07-05 16:53:00,1.25,,United Kingdom
557644,79030D,,6,2011-06-21 17:06:00,0.97,,United Kingdom
550542,85094,,1,2011-04-19 11:37:00,0.83,,United Kingdom
562933,23301,,1,2011-08-10 16:51:00,3.29,,United Kingdom
549295,22741,,1,2011-04-07 19:49:00,1.63,,United Kingdom
544812,22173,,5,2011-02-23 15:58:00,5.79,,United Kingdom
544599,21314,,1,2011-02-21 18:15:00,4.13,,United Kingdom
564838,22697,,8,2011-08-30 12:43:00,5.79,,United Kingdom
552659,21671,,4,2011-05-10 15:03:00,3.29,,United Kingdom
567981,22112,,8,2011-09-23 11:22:00,12.46,,United Kingdom
537823,22666,,2,2010-12-08 14:25:00,5.91,,United Kingdom
571797,22680,,3,2011-10-19 11:41:00,2.46,,United Kingdom
539737,22100,,1,2010-12-21 15:19:00,2.51,,United Kingdom
568949,84569A,,1,2011-09-29 15:13:00,2.46,,United Kingdom
563195,22132,,1,2011-08-12 16:36:00,1.63,,United Kingdom
541999,22951,,1,2011-01-25 10:45:00,1.25,,United Kingdom
579187,23199,,14,2011-11-28 15:31:00,4.13,,United Kingdom
572553,20775,,1,2011-10-24 17:09:00,1.63,,United Kingdom
574298,22340,,2,2011-11-03 15:56:00,0.83,,United Kingdom
558475,44234,,17,2011-06-29 15:58:00,0.63,,United Kingdom
550500,23204,,1,2011-04-18 15:26:00,1.63,,United Kingdom
580729,85231B,,2,2011-12-05 17:24:00,1.63,,United Kingdom
541827,22751,,1,2011-01-21 17:05:00,7.46,,United Kingdom
551719,22875,,1,2011-05-03 16:09:00,4.13,,United Kingdom
559337,23166,,1,2011-07-07 16:27:00,2.46,,United Kingdom
542622,21656,,3,2011-01-31 09:09:00,3.29,,United Kingdom
559337,37450,,1,2011-07-07 16:27:00,5.79,,United Kingdom
571713,84581,,1,2011-10-18 16:58:00,4.13,,United Kingdom
540026,21026,,2,2011-01-04 13:25:00,0.85,,United Kingdom
558068,23207,,1,2011-06-24 15:51:00,4.13,,United Kingdom
538566,85055,,2,2010-12-13 11:21:00,7.62,,United Kingdom
539958,21913,,4,2010-12-23 13:26:00,3.36,,United Kingdom
537237,90001D,,1,2010-12-06 09:58:00,4.24,,United Kingdom
581219,22733,,1,2011-12-08 09:28:00,2.46,,United Kingdom
546888,21662,,1,2011-03-17 18:15:00,11.63,,United Kingdom
541219,90116,,1,2011-01-14 14:06:00,2.46,,United Kingdom
555278,22747,,1,2011-06-01 17:33:00,4.13,,United Kingdom
540977,22795,,1,2011-01-12 15:01:00,13.57,,United Kingdom
555510,85152,,1,2011-06-03 17:09:00,4.13,,United Kingdom
540026,82613B,,17,2011-01-04 13:25:00,0.85,,United Kingdom
579508,21015,,1,2011-11-29 16:33:00,0.83,,United Kingdom
567461,84997c,,4,2011-09-20 12:31:00,8.29,,United Kingdom
561209,21746,,2,2011-07-25 16:57:00,2.46,,United Kingdom
571716,23367,,1,2011-10-18 17:05:00,1.25,,United Kingdom
552684,21770,,1,2011-05-10 15:09:00,9.96,,United Kingdom
580730,22581,,14,2011-12-05 17:28:00,0.83,,United Kingdom
560780,22297,,1,2011-07-21 09:31:00,2.46,,United Kingdom
566577,85099B,,1,2011-09-13 13:29:00,4.13,,United Kingdom
540977,22086,,2,2011-01-12 15:01:00,5.91,,United Kingdom
578067,21212,,2,2011-11-22 15:43:00,1.25,,United Kingdom
550638,22227,,1,2011-04-19 15:44:00,1.25,,United Kingdom
578827,23074,,2,2011-11-25 14:25:00,4.13,,United Kingdom
573585,85032C,,3,2011-10-31 14:41:00,1.63,,United Kingdom
547386,20831,,4,2011-03-22 15:52:00,4.13,,United Kingdom
543732,21100,,1,2011-02-11 12:02:00,4.13,,United Kingdom
539739,22357,,1,2010-12-21 15:19:00,8.47,,United Kingdom
564837,84913A,,1,2011-08-30 12:40:00,3.29,,United Kingdom
569374,35970,,1,2011-10-03 16:14:00,4.13,,United Kingdom
553523,22383,,6,2011-05-17 14:46:00,4.96,,United Kingdom
578827,21147,,1,2011-11-25 14:25:00,1.63,,United Kingdom
547386,84970S,,1,2011-03-22 15:52:00,2.08,,United Kingdom
566952,22326,,1,2011-09-15 16:37:00,5.79,,United Kingdom
560926,90018A,,1,2011-07-22 09:20:00,4.15,,United Kingdom
546891,72741,,3,2011-03-17 18:18:00,2.76,,United Kingdom
541592,37342,,2,2011-01-19 15:08:00,2.46,,United Kingdom
575477,23221,,2,2011-11-09 16:14:00,1.63,,United Kingdom
578344,23082,,1,2011-11-24 09:21:00,7.46,,United Kingdom
560772,22981,,1,2011-07-20 16:12:00,2.92,,United Kingdom
550541,22860,,2,2011-04-19 11:33:00,3.29,,United Kingdom
559923,23204,,1,2011-07-13 16:07:00,1.63,,United Kingdom
580610,21786,,4,2011-12-05 11:48:00,0.79,,United Kingdom
550471,20717,,1,2011-04-18 13:52:00,2.46,,United Kingdom
560434,35916A,,2,2011-07-18 15:56:00,0.63,,United Kingdom
557112,21894,,2,2011-06-16 16:31:00,2.46,,United Kingdom
560926,85203,,1,2011-07-22 09:20:00,0.79,,United Kingdom
557112,21787,,1,2011-06-16 16:31:00,1.63,,United Kingdom
537666,90177C,,1,2010-12-07 18:36:00,2.96,,United Kingdom
572704,22114,,37,2011-10-25 14:39:00,9.13,,United Kingdom
558475,23205,,4,2011-06-29 15:58:00,1.63,,United Kingdom
559693,21580,,1,2011-07-11 16:21:00,1.63,,United Kingdom
541219,85032D,,2,2011-01-14 14:06:00,1.63,,United Kingdom
539958,21094,,5,2010-12-23 13:26:00,1.66,,United Kingdom
543985,22534,,3,2011-02-15 09:44:00,0.83,,United Kingdom
546896,85212,,3,2011-03-17 18:24:00,1.63,,United Kingdom
575875,23292,,3,2011-11-11 13:06:00,2.46,,United Kingdom
562420,23179,,1,2011-08-04 16:38:00,5.79,,United Kingdom
562024,84913A,,2,2011-08-01 16:07:00,3.29,,United Kingdom
538153,84558a,,1,2010-12-09 16:31:00,5.91,,United Kingdom
551174,15058B,,6,2011-04-26 17:02:00,7.95,,United Kingdom
560938,20725,,14,2011-07-22 11:16:00,4.96,,United Kingdom
579508,21981,,5,2011-11-29 16:33:00,0.83,,United Kingdom
555924,23300,,1,2011-06-07 17:12:00,3.29,,United Kingdom
576840,22992,,3,2011-11-16 15:23:00,4.13,,United Kingdom
537640,21670,,6,2010-12-07 15:31:00,3.36,,United Kingdom
547788,21713,,10,2011-03-25 12:00:00,4.13,,United Kingdom
573580,22367,,1,2011-10-31 14:21:00,4.96,,United Kingdom
541870,85099B,,1,2011-01-24 09:39:00,4.13,,United Kingdom
540995,21109,,1,2011-01-13 09:30:00,4.13,,United Kingdom
571061,21972,,1,2011-10-13 14:33:00,2.46,,United Kingdom
579777,22314,,1,2011-11-30 15:13:00,5.79,,United Kingdom
540355,22835,,2,2011-01-06 15:11:00,7.62,,United Kingdom
539955,84380,,1,2010-12-23 12:13:00,3.36,,United Kingdom
577768,21669,,1,2011-11-21 15:18:00,3.29,,United Kingdom
541969,84988,,1,2011-01-24 13:46:00,2.92,,United Kingdom
575739,22086,,4,2011-11-11 09:05:00,5.79,,United Kingdom
565841,85087,,1,2011-09-07 12:04:00,3.29,,United Kingdom
543399,90013C,,1,2011-02-08 11:07:00,4.15,,United Kingdom
553766,48138,,1,2011-05-19 10:44:00,14.13,,United Kingdom
547810,22897,,1,2011-03-25 14:00:00,1.45,,United Kingdom
568721,21108,,1,2011-09-28 16:24:00,4.96,,United Kingdom
550278,20728,,16,2011-04-15 13:15:00,4.96,,United Kingdom
575177,85212,,4,2011-11-08 18:41:00,1.63,,United Kingdom
551997,21990,,1,2011-05-05 15:47:00,2.46,,United Kingdom
581217,22909,,4,2011-12-08 09:20:00,1.63,,United Kingdom
559816,22477,,1,2011-07-12 16:11:00,2.46,,United Kingdom
581217,84692,,2,2011-12-08 09:20:00,0.83,,United Kingdom
567670,22757,,1,2011-09-21 15:32:00,2.46,,United Kingdom
576644,23371,,5,2011-11-16 10:01:00,1.25,,United Kingdom
580729,23193,,1,2011-12-05 17:24:00,4.58,,United Kingdom
569374,23368,,1,2011-10-03 16:14:00,1.25,,United Kingdom
541871,22183,,1,2011-01-24 09:41:00,5.79,,United Kingdom
580367,23212,,1,2011-12-02 16:39:00,2.46,,United Kingdom
538177,22974,,2,2010-12-10 09:51:00,3.36,,United Kingdom
566577,21930,,1,2011-09-13 13:29:00,4.96,,United Kingdom
573585,23378,,5,2011-10-31 14:41:00,0.83,,United Kingdom
573585,22620,,8,2011-10-31 14:41:00,2.46,,United Kingdom
557112,47590A,,1,2011-06-16 16:31:00,10.79,,United Kingdom
561820,47590B,,1,2011-07-29 16:00:00,10.79,,United Kingdom
540551,84510E,,1,2011-01-10 09:43:00,2.51,,United Kingdom
581219,22141,,1,2011-12-08 09:28:00,4.13,,United Kingdom
564974,85123A,,1,2011-08-31 15:32:00,2.95,,United Kingdom
550212,21928,,3,2011-04-15 10:41:00,4.13,,United Kingdom
557642,21094,,2,2011-06-21 16:35:00,2.46,,United Kingdom
546650,21080,,2,2011-03-15 14:17:00,2.46,,United Kingdom
571931,72807B,,1,2011-10-19 16:59:00,8.29,,United Kingdom
559817,21407,,1,2011-07-12 16:20:00,8.29,,United Kingdom
537237,20914,,6,2010-12-06 09:58:00,5.91,,United Kingdom
544186,84228,,1,2011-02-16 15:56:00,0.83,,United Kingdom
576618,22757,,1,2011-11-15 17:00:00,2.46,,United Kingdom
540848,85039A,,1,2011-01-12 09:26:00,1.66,,United Kingdom
545568,72051S,,8,2011-03-03 16:22:00,0.83,,United Kingdom
556429,20712,,3,2011-06-10 13:23:00,4.13,,United Kingdom
556459,23060,,2,2011-06-10 17:25:00,4.13,,United Kingdom
537823,82613B,,1,2010-12-08 14:25:00,2.51,,United Kingdom
578344,22516,,1,2011-11-24 09:21:00,4.13,,United Kingdom
580115,22230,,1,2011-12-01 16:22:00,1.63,,United Kingdom
553541,21929,,1,2011-05-17 15:33:00,4.96,,United Kingdom
550458,22699,,1,2011-04-18 13:13:00,5.79,,United Kingdom
540821,21754,,1,2011-01-11 13:16:00,11.87,,United Kingdom
569414,21672,,5,2011-10-04 10:11:00,2.46,,United Kingdom
576618,23215,,1,2011-11-15 17:00:00,4.13,,United Kingdom
561209,84920,,1,2011-07-25 16:57:00,3.29,,United Kingdom
555275,84596L,,1,2011-06-01 17:18:00,0.83,,United Kingdom
580612,22352,,1,2011-12-05 11:58:00,4.13,,United Kingdom
559923,21327,,1,2011-07-13 16:07:00,0.83,,United Kingdom
580729,22817,,2,2011-12-05 17:24:00,0.42,,United Kingdom
537240,22905,,1,2010-12-06 10:08:00,5.91,,United Kingdom
580115,23206,,1,2011-12-01 16:22:00,4.13,,United Kingdom
540255,20724,,1,2011-01-05 16:50:00,1.66,,United Kingdom
540355,84988,,1,2011-01-06 15:11:00,3.83,,United Kingdom
565234,23322,,6,2011-09-02 09:38:00,2.95,,United Kingdom
559052,20718,,2,2011-07-05 16:53:00,2.46,,United Kingdom
568721,22969,,1,2011-09-28 16:24:00,3.29,,United Kingdom
539451,21212,,1,2010-12-17 16:59:00,1.28,,United Kingdom
559816,21534,,1,2011-07-12 16:11:00,4.13,,United Kingdom
574950,22591,,1,2011-11-08 09:29:00,6.63,,United Kingdom
564840,21213,,1,2011-08-30 12:49:00,1.25,,United Kingdom
568719,21125,,2,2011-09-28 16:19:00,1.25,,United Kingdom
574941,23494,,20,2011-11-07 17:42:00,14.95,,United Kingdom
552493,22212,,1,2011-05-09 16:21:00,4.13,,United Kingdom
556088,21257,,1,2011-06-08 15:24:00,15.79,,United Kingdom
554512,22969,,2,2011-05-24 15:54:00,3.29,,United Kingdom
578344,20685,,1,2011-11-24 09:21:00,15.79,,United Kingdom
549524,22264,,8,2011-04-08 15:42:00,1.63,,United Kingdom
566072,46776B,,2,2011-09-08 18:33:00,4.95,,United Kingdom
559923,23307,,25,2011-07-13 16:07:00,0.55,,United Kingdom
559497,21080,,3,2011-07-08 13:54:00,2.46,,United Kingdom
540977,10125,,2,2011-01-12 15:01:00,0.81,,United Kingdom
556636,21900,,1,2011-06-13 15:30:00,1.63,,United Kingdom
562553,22981,,1,2011-08-05 16:34:00,2.92,,United Kingdom
579694,22960,,6,2011-11-30 14:11:00,8.29,,United Kingdom
580367,21165,,3,2011-12-02 16:39:00,4.13,,United Kingdom
558614,20685,,2,2011-06-30 15:56:00,7.95,,United Kingdom
579508,21912,,1,2011-11-29 16:33:00,7.46,,United Kingdom
552677,22055,,1,2011-05-10 15:07:00,3.29,,United Kingdom
562553,22412,,1,2011-08-05 16:34:00,4.13,,United Kingdom
538153,22385,,1,2010-12-09 16:31:00,5.06,,United Kingdom
546406,84030E,,1,2011-03-11 16:21:00,8.29,,United Kingdom
549155,22978,,1,2011-04-06 17:08:00,7.46,,United Kingdom
